"treatment","reg_est","own_est","ate_est","ew_est","cw_est","bias_est","reg_se","own_se","bias_se"
"Yes",2.38778561152939,2.38778561152936,2.38085171123878,2.38778561152935,2.38778560746123,3.28626015289046e-14,0.0777153713486824,0.0777153713486818,2.13000939888449e-15
