"treatment","reg_est","own_est","ate_est","ew_est","cw_est","bias_est","reg_se","own_se","bias_se"
"Yes",2.58466950232033,2.5846695023203,2.58719478124939,2.58466950232031,2.58466528081284,3.19744231092045e-14,0.0852551391966424,0.0852551391966421,1.65539771966965e-15
