"treatment","reg_est","own_est","ate_est","ew_est","cw_est","bias_est","reg_se","own_se","bias_se"
"Yes",2.7111656302182,2.71116563021817,2.71152586997144,2.71116563021819,2.71116564070587,2.8421709430404e-14,0.0867729489968556,0.0867729489968552,9.70457513500745e-16
