"treatment","reg_est","own_est","ate_est","ew_est","cw_est","bias_est","reg_se","own_se","bias_se"
"Yes",2.58158616849212,2.58158616849209,2.58825895557101,2.58158616849208,2.58159076487964,2.79776202205539e-14,0.0846421715175056,0.0846421715175059,1.9001016630792e-15
